ID,Timestamp,Tweet URL,Group,Collector,Category,Topic,Keywords,Account handle,Account name,Account bio,Account type,Joined,Following,Followers,Location,Tweet,Tweet Translated,Tweet Type,Date posted,Screenshot,Content type,Likes,Replies,Retweets,Quote Tweets,Views,Rating,Reasoning,Remarks,Add columns here,Add columns here,Add columns here,Reviewer,Review
42-98,25/03/23 10:00:49,https://twitter.com/DontTryMeTsk/status/1496430193023455233,42,"Malimban, Janilyn",REDT,Gabriela partylist is a front of the terrorist group CPP-NPA,gabriela npa,@DontTryMeTsk,🎋🎍Mitch🎍🎋,"One thing I HATE the most is a LIAR! 👉If you believe strongly in something, don't be afraid to fight for it.👈",Anonymous,12/20,2828,3731,,"@arkitoinkflp Akbayan at Gabriela ay mga komunista at NPA. Kaya galit sila sa mga Marcos dahil pinakulong ni Pangulong Marcos si Joma Sison na founder ng CPP NPA NDF, pero pinalaya Cory Aquino. Huwag niyo nalang pansinin ang mga iyan kasi salot sila sa lipunan at kalaban sila ng gobyerno.",,"Text, Reply",23/02/22 18:22,https://drive.google.com/file/d/1TCUdB1r6ACNcAfo-5_cPk8_4ATwZ4odZ/view?usp=share_link,Rational,1,0,0,0,,,"There is a lack of sufficient evidence that links the GWP to the CPP-NPA-NDF. In fact, there is still no court in the Philippines which has rendered a decision regarding the charges against GWP and their involvement with the CPP-NPA-NDF despite the allegations they face for years.

[https://www.altermidya.net/hindi-totoo-gabriela-womens-party-rekruter-ng-cpp-npa-ndf/]",,,,,,
42-99,25/03/23 16:56:10,https://twitter.com/AjGazmen/status/1455853596826734592,42,"Macahilig, Hanz",REDT,Gabriela partylist is a front of the terrorist group CPP-NPA,gabriela npa,@AjGazmen,Anthony,CPA Lawyer ⚖️,Identified,12/17,174,337,,"@gabyouthupd Ahhh Gabriela. Isa sa Front line ng CPP-NPA-NDF. Di na bago HAHAHA
#ProtectMarcosJr",,"Text, Reply",03/11/21 19:05,https://drive.google.com/file/d/1ZQhcubWFxdvpzjOARkilUhNQnRaN44qp/view?usp=share_link,Rational,7,0,1,0,,,"There is a lack of sufficient evidence that links the GWP to the CPP-NPA-NDF. In fact, there is still no court in the Philippines which has rendered a decision regarding the charges against GWP and their involvement with the CPP-NPA-NDF despite the allegations they face for years.

[https://www.altermidya.net/hindi-totoo-gabriela-womens-party-rekruter-ng-cpp-npa-ndf/]",The tweet is a reply to a conversation,,,,,
42-100,25/03/23 17:18:18,https://twitter.com/GoForBBMSDC/status/1452464093239992323,42,"Macahilig, Hanz",REDT,Gabriela partylist is a front of the terrorist group CPP-NPA,gabriela npa,@GoForBBMSDC,Kpop Stans For Uniteam,,Anonymous,10/21,30,19,,"All the partylists of the Kamatayan Bloc such as Bayan Muna, Kabataan, Gabriela, ACT Teachers and Anakpawis are regressive groups in the first because they're created groups of the CPP-NPA-NDF. #LabanKasamaAngBayan @smninews",,Text,10/25/21 10:36,https://drive.google.com/file/d/1u97GwOURtYaeHIm40PYcu42L7bCbvNxl/view?usp=share_link,Rational,0,0,0,0,,,"There is a lack of sufficient evidence that links the GWP to the CPP-NPA-NDF. In fact, there is still no court in the Philippines which has rendered a decision regarding the charges against GWP and their involvement with the CPP-NPA-NDF despite the allegations they face for years.

[https://www.altermidya.net/hindi-totoo-gabriela-womens-party-rekruter-ng-cpp-npa-ndf/]",,,,,,
42-101,25/03/23 17:25:11,https://twitter.com/GoForBBMSDC/status/14524640932399923233,42,"Macahilig, Hanz",REDT,Gabriela partylist is a front of the terrorist group CPP-NPA,gabriela npa,@meeoowwrk,meoww ⚛ ackerman,Just wanna go to Japan 🇯🇵,Anonymous,09/15,422,84,"Davao City, Davao Region","GABRIELA, ACT TEACHERS AND ANAK PAWIS. Fronts made by CPP-NPA-NDF! Do not vote these partlist!!

I am a Former, Anakabayan Southern Mindanao-UM2012. I know the game very well. Youth! LISTEN!

vt.tiktok.com/ZSeNRvWNw/",,"Text, URL",10/15/21 18:23,https://drive.google.com/file/d/1fKzM70WO-YrZINDdF1ehlv3TolJfqpJf/view?usp=share_link,Rational,0,0,0,0,,,"There is a lack of sufficient evidence that links the GWP to the CPP-NPA-NDF. In fact, there is still no court in the Philippines which has rendered a decision regarding the charges against GWP and their involvement with the CPP-NPA-NDF despite the allegations they face for years.

[https://www.altermidya.net/hindi-totoo-gabriela-womens-party-rekruter-ng-cpp-npa-ndf/]",The tiktok URL is unavailable,,,,,
42-102,25/03/23 17:30:02,https://twitter.com/BasarteDiaz/status/1431946812479340547,42,"Macahilig, Hanz",REDT,Gabriela partylist is a front of the terrorist group CPP-NPA,gabriela npa,@BasarteDiaz,Senior Herudes,"Electrical Engineer
Proud DDS
Duterte Delicious Supporter",Identified,03/20,194,44,,@GabrielaWomenPL @ArleneBrosas Gabriela disqualified dahil tunatangap ng pera galing sa foreign financer. Pambili ng mga Armas para sa CPP NPA.,,"Text, Reply",29/08/21 19:48,https://drive.google.com/file/d/1JWa1nm2lH3hhTxAbG0tkCoAmBRDyrGF8/view?usp=share_link,Rational,0,0,0,0,,,"The Party-list System Act imposes that party-lists are barred from participating in elections if they advocate violence or unlawful means to seek its goal. Since the CPP-NPA is involved in multiple acts of violence since its establishment, this means all party-lists under them can not participate in the 2022 elections. If the GWP is a legal front of the CPP-NPA, then they should not be in the final listing of elections. However, that is not the case as they are included in the list which implies that they have not violated any laws and regulations. Thus, the statement is false.

[https://cisac.fsi.stanford.edu/mappingmilitants/profiles/communist-party-philippines-new-peoples-army#text_block_19435]
[https://www.tsek.ph/false-the-makabayan-bloc-party-lists-are-legal-fronts-of-the-cpp-npa/]
[https://www.tsek.ph/dutertes-claim-that-the-makabayan-bloc-is-a-legal-front-of-cpp-is-false/]

There is a lack of sufficient evidence that links the GWP to the CPP-NPA-NDF. In fact, there is still no court in the Philippines which has rendered a decision regarding the charges against GWP and their involvement with the CPP-NPA-NDF despite the allegations they face for years.

[https://www.altermidya.net/hindi-totoo-gabriela-womens-party-rekruter-ng-cpp-npa-ndf/]",,,,,,
42-103,25/03/23 17:38:52,https://twitter.com/smninews/status/1585110711822594049,42,"Malimban, Janilyn",REDT,Gabriela partylist is a front of the terrorist group CPP-NPA,gabriela npa,@smninews,SMNI News,"We bring truth that matters
We are nation-builders
We are SMNI News",Media,03/20,785,85476,Makati City,"Ka Eric: Main tactics ng CPP-NPA-NDF ay ginagamit nila ang batas na pabor sa kanila at para itago ang sindikatong galawan ng Gabriela Inc. at Gabriela Womens Party

#SMNINewsChannel",,Text,26/10/22 11:26,https://drive.google.com/file/d/1Hf2Pbz6J8b0DHyBP6bgfLkyWh830dDYo/view?usp=share_link,Rational,7,0,2,0,,,"There is a lack of sufficient evidence that links the GWP to the CPP-NPA-NDF. In fact, there is still no court in the Philippines which has rendered a decision regarding the charges against GWP and their involvement with the CPP-NPA-NDF despite the allegations they face for years.

[https://www.altermidya.net/hindi-totoo-gabriela-womens-party-rekruter-ng-cpp-npa-ndf/]","The tweet is part of a transcript of their interview with Dr. Lorraine Badoy, Ka Eric Celiz, and Yna Mortel in SMNI News's program Laban Kasama ang Bayan

[https://twitter.com/i/broadcasts/1lDxLnDlYwmGm]",,,,,
42-104,25/03/23 17:58:47,https://twitter.com/ZTabouza/status/1540882030375981058,42,"Malimban, Janilyn",REDT,Gabriela partylist is a front of the terrorist group CPP-NPA,gabriela npa,@ZTabouza,zainab 🥰💜💕,,Identified,08/21,150,110,United Arab Emirates 🇦🇪🇵🇭,"Ang mga salot na Gabriela
gusto ninyo ang tankilikin ang
ideolohya sa inyo lang. Nakakaloko ang mga talunan
ilan na lang kayo sa Kongreso
Partylist  ng CCP NPA  NDF
Ano ba ang nagawa ninyo sa bayan kundi mag kuda at
maingay sa kalsada.",,"Text, Reply",26/06/22 10:17,https://drive.google.com/file/d/1L81mwO8xvDGq-t9VIZq8-RHj0su7lso5/view?usp=share_link,Emotional,0,0,0,0,,,"The Party-list System Act imposes that party-lists are barred from participating in elections if they advocate violence or unlawful means to seek its goal. Since the CPP-NPA is involved in multiple acts of violence since its establishment, this means all party-lists under them can not participate in the 2022 elections. If the GWP is a legal front of the CPP-NPA, then they should not be in the final listing of elections. However, that is not the case as they are included in the list which implies that they have not violated any laws and regulations. Thus, the statement is false.

[https://cisac.fsi.stanford.edu/mappingmilitants/profiles/communist-party-philippines-new-peoples-army#text_block_19435]
[https://www.tsek.ph/false-the-makabayan-bloc-party-lists-are-legal-fronts-of-the-cpp-npa/]
[https://www.tsek.ph/dutertes-claim-that-the-makabayan-bloc-is-a-legal-front-of-cpp-is-false/]

There is a lack of sufficient evidence that links the GWP to the CPP-NPA-NDF. In fact, there is still no court in the Philippines which has rendered a decision regarding the charges against GWP and their involvement with the CPP-NPA-NDF despite the allegations they face for years.

[https://www.altermidya.net/hindi-totoo-gabriela-womens-party-rekruter-ng-cpp-npa-ndf/]",,,,,,
42-105,25/03/23 18:08:45,https://twitter.com/shiningtwicexo/status/1524308149619990533,42,"Malimban, Janilyn",REDT,Gabriela partylist is a front of the terrorist group CPP-NPA,gabriela npa,@shiningtwicexo,✌👊🚫,"Happiness, personality and productivity really matters. (Fan Account💞) ❤💚",Anonymous,04/10,3972,3471,🇵🇭🇨🇳🇰🇷🇦🇺,"At higit sa lahat yung mga KABAG (Kabataan, Anakpawis, Bayan Muna, Alliance of Concerned Teachers, Gabriela) partylists na already clear na mula sa pamahalaan mismo at sa NTF-ELCAC team na yung KABAG ay indeed legal fronts ng komunistang-teroristang CPP-NPA-NDF.",,"Text, Reply",11/05/22 16:39,https://drive.google.com/file/d/1r8frAdrCEGySfwhyofxbt2JKmrhg03h4/view?usp=share_link,Rational,0,1,0,0,,,"There is a lack of sufficient evidence that links the GWP to the CPP-NPA-NDF. In fact, there is still no court in the Philippines which has rendered a decision regarding the charges against GWP and their involvement with the CPP-NPA-NDF despite the allegations they face for years.

[https://www.altermidya.net/hindi-totoo-gabriela-womens-party-rekruter-ng-cpp-npa-ndf/]",This tweet is a reply to a thread posted by the user,,,,,
42-106,25/03/23 18:13:58,https://twitter.com/maljcu/status/1521842913222791168,42,"Malimban, Janilyn",REDT,Gabriela partylist is a front of the terrorist group CPP-NPA,gabriela npa,@maljcu,Alice,Follower of Jesus Christ,Anonymous,12/10,54,51,United States,"@PhilstarNews Isa pa Itong Gabriela, sabi ni President Duterte hwag iboto yan, dahil isa yan sa hawak ng NPA",,"Text, Reply",04/05/22 21:23,https://drive.google.com/file/d/1YweATOS-mXW3CFCKkXo953EkxBlosind/view?usp=share_link,Emotional,0,0,0,0,,,"There is a lack of sufficient evidence that links the GWP to the CPP-NPA-NDF. In fact, there is still no court in the Philippines which has rendered a decision regarding the charges against GWP and their involvement with the CPP-NPA-NDF despite the allegations they face for years.

[https://www.altermidya.net/hindi-totoo-gabriela-womens-party-rekruter-ng-cpp-npa-ndf/]",This tweet is a reply to a tweet by PhilStar about Gabriela Partylist Rep. Arlene Brosas accusing BBM of political gaslighting,,,,,
42-107,25/03/23 18:17:22,https://twitter.com/shiningtwicexo/status/1521809312858865665,42,"Malimban, Janilyn",REDT,Gabriela partylist is a front of the terrorist group CPP-NPA,gabriela npa,@shiningtwicexo,✌👊🚫,"Happiness, personality and productivity really matters. (Fan Account💞) ❤💚",Anonymous,04/10,3972,3471,🇵🇭🇨🇳🇰🇷🇦🇺,"@RosLaura2 Those legal fronts of the CPP-NPA-NDF who are disguised as so-called ""partylists"" that are currently in the Congress, collectively known as KABAG (Kabataan, Anakpawis, Bayan Muna, Alliance of Concerned Teachers, Gabriela).",,"Text, Reply",04/05/22 19:09,https://drive.google.com/file/d/1ZxY2V0fn1rffpikNehXa9DvVCcuT2ilp/view?usp=share_link,Rational,0,1,1,1,,,"There is a lack of sufficient evidence that links the GWP to the CPP-NPA-NDF. In fact, there is still no court in the Philippines which has rendered a decision regarding the charges against GWP and their involvement with the CPP-NPA-NDF despite the allegations they face for years.

[https://www.altermidya.net/hindi-totoo-gabriela-womens-party-rekruter-ng-cpp-npa-ndf/]",This tweet is a reply to a conversation,,,,,
42-108,25/03/23 21:57:17,https://twitter.com/gerrydeleo/status/1319552838456856577,42,"Macahilig, Hanz",REDT,Gabriela partylist is a front of the terrorist group CPP-NPA,gabriela npa,@gerrydeleo,gerry,The right to write..Exercising the right to express freedom..Debunk the lies....I am no troll..,Anonymous,01/20,415,534,,@cnnphilippines That gabriela is one of the NPA fronts it follows that a member to gabriela is also a member of the NPA..,,"Text, Reply",23/10/20 16:14,https://drive.google.com/file/d/1lZKg_bq0SuXHorYVQYn0hU3UG3kELJQM/view?usp=share_link,Rational,0,1,1,0,,,"There is a lack of sufficient evidence that links the GWP to the CPP-NPA-NDF. In fact, there is still no court in the Philippines which has rendered a decision regarding the charges against GWP and their involvement with the CPP-NPA-NDF despite the allegations they face for years.

[https://www.altermidya.net/hindi-totoo-gabriela-womens-party-rekruter-ng-cpp-npa-ndf/]",This tweet is a reply to a conversation,,,,,
42-109,25/03/23 22:07:37,https://twitter.com/Simoun62649645/status/1319530025188610048,42,"Macahilig, Hanz",REDT,Gabriela partylist is a front of the terrorist group CPP-NPA,gabriela npa,@Simoun62649645,Simoun,,Anonymous,07/20,12,1,,@MacLen315 Alam n'yong red tagged ang Gabriela d ba? Bakit nakipag compromise kayo? Pera pera lang? Natural madadamay kayo. Face the consequence din. Daming NPA sa lipunan yung iba nga Napa graduate  pa yung iba journalist pa. Baka yung iba artista or manager ng artista.,,"Text, Reply",10/23/20 14:44,https://drive.google.com/file/d/19UNDYku42rziWve6oIWhKW9PlfMcvHRa/view?usp=share_link,Emotional,0,0,0,0,,,"There is a lack of sufficient evidence that links the GWP to the CPP-NPA-NDF. In fact, there is still no court in the Philippines which has rendered a decision regarding the charges against GWP and their involvement with the CPP-NPA-NDF despite the allegations they face for years.

[https://www.altermidya.net/hindi-totoo-gabriela-womens-party-rekruter-ng-cpp-npa-ndf/]",The tweet is a reply to a conversation,,,,,
42-110,25/03/23 22:11:51,https://twitter.com/ChrisRrr_ph/status/1319466139479543809,42,"Macahilig, Hanz",REDT,Gabriela partylist is a front of the terrorist group CPP-NPA,gabriela npa,@ChrisRrr_ph,Chris Dela Cuadra Rivera (아는 형님 fan) 🧢,"“Whether you think you can or whether you think you can't, you're right.” - Henry Ford",Anonymous,08/16,154,30,,"@ANCALERTS Sison even identified Gabriela as on of CPP-NPA-NDF front organizations. 

youtu.be/FoOUGxOcUtE
",,"Text, URL, Reply",23/10/20 10:30,https://drive.google.com/file/d/1vMXtBV-a7zISwDW-oxc88r7_I_m3mRz7/view?usp=share_link,Rational,1,0,1,0,,,"The video of Joma Sison stating that Gabriela is a front for CPP is actually a spliced video from an interview of Sison in 1988. In the interview, it was clear that he mentioned Gabriela as a legal, mass organization.

[https://www.tsek.ph/totoo-o-hindi-inamin-mismo-ni-jose-maria-sison-na-kasapi-ng-communist-party-of-the-philippines-cpp-ang-mga-partylist-ng-bagong-alyansang-makabayan-bayan/]",The URL is linked to a spliced speech video of Joma Sison ,,,,,
42-111,25/03/23 22:19:52,https://twitter.com/SAMSAMS37988637/status/1319138025293529088,42,"Macahilig, Hanz",REDT,Gabriela partylist is a front of the terrorist group CPP-NPA,gabriela npa,@SAMSAMS37988637,SAMSAMSAM,KKK member,Anonymous,08/20,152,2,Philippines,"a women's rights group affiliated with the NPA a terrorist organization that aims to suppress the people of the philippines for their own greed and another thing, I have read that there are also a gabriela member who got killed while AFP is fighting NPA, hm.. what does that mean?",,"Text, Reply",10/22/20 12:46,https://drive.google.com/file/d/1KvvWXU9SCKrkdgwFayb8u-bosqqD2mQb/view?usp=share_link,Emotional,0,0,0,0,,,"There is a lack of sufficient evidence that links the GWP to the CPP-NPA-NDF. In fact, there is still no court in the Philippines which has rendered a decision regarding the charges against GWP and their involvement with the CPP-NPA-NDF despite the allegations they face for years.

[https://www.altermidya.net/hindi-totoo-gabriela-womens-party-rekruter-ng-cpp-npa-ndf/]",,,,,,
42-112,25/03/23 22:22:02,https://twitter.com/MikeSantos1995/status/1318369227053682688,42,"Macahilig, Hanz",REDT,Gabriela partylist is a front of the terrorist group CPP-NPA,gabriela npa,@MikeSantos1995,MikeSantos,Enjoy life!,Anonymous,06/20,2,3,,"@manilabulletin Gabriela is a political front of the CPP NDF NPA, an illegal terror organization and enemy of the state, whose ultimate objective is to overthrow the government and destroy democracy.
NO TO COMMUNISM
NO TO TERRORISM!",,"Text, Reply",20/10/20 09:51,https://drive.google.com/file/d/107w76r2acVLUqXicBoNmMl3Tsj1rm21S/view?usp=share_link,Emotional,0,0,0,0,,,"There is a lack of sufficient evidence that links the GWP to the CPP-NPA-NDF. In fact, there is still no court in the Philippines which has rendered a decision regarding the charges against GWP and their involvement with the CPP-NPA-NDF despite the allegations they face for years.

[https://www.altermidya.net/hindi-totoo-gabriela-womens-party-rekruter-ng-cpp-npa-ndf/]",,,,,,
42-113,26/03/23 08:02:09,https://twitter.com/chiboi03/status/1320748625018847232,42,"Malimban, Janilyn",REDT,Gabriela partylist is a front of the terrorist group CPP-NPA,gabriela npa,@chiboi03,Chiboi,nothing special,Anonymous,08/09,968,293,,"@jonvicremulla Parlade’s statement was also clear. He did not red-tagged Liza. It’s obvious that Gabriela is using Liza and other artists/celebrities to help in the recruitment, to join their org which is affiliated to NPA. What you and Yorme doing is sending an ok signal so terrorist.",,"Text, Reply",26/10/20 23:26,https://drive.google.com/file/d/1pmMMRV-uWMTfesCcJ-FqbPPlS51QFyV7/view?usp=share_link,Emotional,7,0,0,0,,,"The Party-list System Act imposes that party-lists are barred from participating in elections if they advocate violence or unlawful means to seek its goal. Since the CPP-NPA is involved in multiple acts of violence since its establishment, this means all party-lists under them can not participate in the 2022 elections. If the GWP is a legal front of the CPP-NPA, then they should not be in the final listing of elections. However, that is not the case as they are included in the list which implies that they have not violated any laws and regulations. Thus, the statement is false.

[https://cisac.fsi.stanford.edu/mappingmilitants/profiles/communist-party-philippines-new-peoples-army#text_block_19435]
[https://www.tsek.ph/false-the-makabayan-bloc-party-lists-are-legal-fronts-of-the-cpp-npa/]
[https://www.tsek.ph/dutertes-claim-that-the-makabayan-bloc-is-a-legal-front-of-cpp-is-false/]

There is a lack of sufficient evidence that links the GWP to the CPP-NPA-NDF. In fact, there is still no court in the Philippines which has rendered a decision regarding the charges against GWP and their involvement with the CPP-NPA-NDF despite the allegations they face for years.

[https://www.altermidya.net/hindi-totoo-gabriela-womens-party-rekruter-ng-cpp-npa-ndf/]","This tweet is a reply to a tweet by Jonvic Remulla
about his stand regarding red tagging.",,,,,
42-114,26/03/23 08:07:34,https://twitter.com/mymaestro777/status/1320707156354560006,42,"Malimban, Janilyn",REDT,Gabriela partylist is a front of the terrorist group CPP-NPA,gabriela npa,@mymaestro777,Adolfo Q. Paglinawan,,Identified,03/12,5,12,Washington DC,"@GoyYLarrazabal @lizasoberano @143redangel @catrionaelisa Gabriela is known recruiter for the NPA according to hard evidence in the hands of the military. Recently another so-called Gabriela activist from Mindoro was killed in Palawan and another Palawena was killed in Mindoro. Why are these ""strong women"" armed in the ranks of the NPA.",,"Text, Reply",26/10/20 20:41,https://drive.google.com/file/d/14TMSTodmVVm6n7JPAulaumeHIsjzwwOU/view?usp=share_link,Rational,1,0,0,0,,,"The Party-list System Act imposes that party-lists are barred from participating in elections if they advocate violence or unlawful means to seek its goal. Since the CPP-NPA is involved in multiple acts of violence since its establishment, this means all party-lists under them can not participate in the 2022 elections. If the GWP is a legal front of the CPP-NPA, then they should not be in the final listing of elections. However, that is not the case as they are included in the list which implies that they have not violated any laws and regulations. Thus, the statement is false.

[https://cisac.fsi.stanford.edu/mappingmilitants/profiles/communist-party-philippines-new-peoples-army#text_block_19435]
[https://www.tsek.ph/false-the-makabayan-bloc-party-lists-are-legal-fronts-of-the-cpp-npa/]
[https://www.tsek.ph/dutertes-claim-that-the-makabayan-bloc-is-a-legal-front-of-cpp-is-false/]

There is a lack of sufficient evidence that links the GWP to the CPP-NPA-NDF. In fact, there is still no court in the Philippines which has rendered a decision regarding the charges against GWP and their involvement with the CPP-NPA-NDF despite the allegations they face for years.

[https://www.altermidya.net/hindi-totoo-gabriela-womens-party-rekruter-ng-cpp-npa-ndf/]",This tweet is a reply to another user's tweet,,,,,
42-115,26/03/23 08:10:03,https://twitter.com/LadyShannel/status/1320676794287165441,42,"Malimban, Janilyn",REDT,Gabriela partylist is a front of the terrorist group CPP-NPA,gabriela npa,@LadyShannel,Nerissa Buenaflor,"There is only one success: to be able to spend your life in your own way, and not to give others absurd maddening claims upon it. ~ Christopher Morley",Identified,08/09,140,64,Nova Scotia,"@doyongjae2 @ramboreports First. Gabriela is one of the NPA sub groups. JOMA Sison said it. 
Second. Try to read again Parlade's statement so you can differentiate red tagging from protecting.
Third. But Liza encourage kids to join Gabriela",,"Text, Reply",26/10/20 18:40,https://drive.google.com/file/d/1V0pd5b6rywYyOLsgBiNTGH6wWPO026Qq/view?usp=share_link,Rational,1,0,0,0,,,"The video of Joma Sison stating that Gabriela is a front for CPP is actually a spliced video from an interview of Sison in 1988. In the interview, it was clear that he mentioned Gabriela as a legal, mass organization.

[https://www.tsek.ph/totoo-o-hindi-inamin-mismo-ni-jose-maria-sison-na-kasapi-ng-communist-party-of-the-philippines-cpp-ang-mga-partylist-ng-bagong-alyansang-makabayan-bayan/]

The Party-list System Act imposes that party-lists are barred from participating in elections if they advocate violence or unlawful means to seek its goal. Since the CPP-NPA is involved in multiple acts of violence since its establishment, this means all party-lists under them can not participate in the 2022 elections. If the GWP is a legal front of the CPP-NPA, then they should not be in the final listing of elections. However, that is not the case as they are included in the list which implies that they have not violated any laws and regulations. Thus, the statement is false.

[https://cisac.fsi.stanford.edu/mappingmilitants/profiles/communist-party-philippines-new-peoples-army#text_block_19435]
[https://www.tsek.ph/false-the-makabayan-bloc-party-lists-are-legal-fronts-of-the-cpp-npa/]
[https://www.tsek.ph/dutertes-claim-that-the-makabayan-bloc-is-a-legal-front-of-cpp-is-false/]",This tweet is a reply to another user's tweet,,,,,
42-116,26/03/23 08:15:43,https://twitter.com/Piscesmhine1105/status/1320570747874615296,42,"Malimban, Janilyn",REDT,Gabriela partylist is a front of the terrorist group CPP-NPA,gabriela npa,@Piscesmhine1105,pisces,,Anonymous,09/15,173,65,,@cnnphilippines Joma Sison spoke which are umbrellas under the  cpp npa.. Gabriela is one..,,"Text, Reply",26/10/20 11:39,https://drive.google.com/file/d/1OIuwi2u3Uv4cqPGQLYaeV3ItZaxj6uv4/view?usp=share_link,Rational,0,0,0,0,,,"The video of Joma Sison stating that Gabriela is a front for CPP is actually a spliced video from an interview of Sison in 1988. In the interview, it was clear that he mentioned Gabriela as a legal, mass organization.

[https://www.tsek.ph/totoo-o-hindi-inamin-mismo-ni-jose-maria-sison-na-kasapi-ng-communist-party-of-the-philippines-cpp-ang-mga-partylist-ng-bagong-alyansang-makabayan-bayan/]
",This tweet is a reply to a tweet by CNN Philippines,,,,,
42-117,26/03/23 08:20:36,https://twitter.com/agustin_marro/status/1320514346376572933,42,"Malimban, Janilyn",REDT,Gabriela partylist is a front of the terrorist group CPP-NPA,gabriela npa,@agustin_marro,BISDAKjud,,Anonymous,01/19,196,72,,"@reyna_elena Gabriela its really a front of NPA and those others activest party,,,I believe of General Parlade,,,",,"Text, Reply",26/10/20 07:55,https://drive.google.com/file/d/1N70vPrVc9sj3tIX1O8G-m0-LPZdtBItY/view?usp=share_link,Rational,3,0,0,0,,,"The Party-list System Act imposes that party-lists are barred from participating in elections if they advocate violence or unlawful means to seek its goal. Since the CPP-NPA is involved in multiple acts of violence since its establishment, this means all party-lists under them can not participate in the 2022 elections. If the GWP is a legal front of the CPP-NPA, then they should not be in the final listing of elections. However, that is not the case as they are included in the list which implies that they have not violated any laws and regulations. Thus, the statement is false.

[https://cisac.fsi.stanford.edu/mappingmilitants/profiles/communist-party-philippines-new-peoples-army#text_block_19435]
[https://www.tsek.ph/false-the-makabayan-bloc-party-lists-are-legal-fronts-of-the-cpp-npa/]
[https://www.tsek.ph/dutertes-claim-that-the-makabayan-bloc-is-a-legal-front-of-cpp-is-false/]

There is a lack of sufficient evidence that links the GWP to the CPP-NPA-NDF. In fact, there is still no court in the Philippines which has rendered a decision regarding the charges against GWP and their involvement with the CPP-NPA-NDF despite the allegations they face for years.

[https://www.altermidya.net/hindi-totoo-gabriela-womens-party-rekruter-ng-cpp-npa-ndf/]","This tweet is a reply to another user's tweet that talks about Anotonio Parlade's facebook post about Angel Locsin's sister and her alleged association with the NPA. Parlade also says in the same post that "" ...she is now working for Gabriela as recruiter.""",,,,,
42-118,26/03/23 09:38:46,https://twitter.com/BasarteDiaz/status/1303509850496802816,42,"Macahilig, Hanz",REDT,Gabriela partylist is a front of the terrorist group CPP-NPA,gabriela npa,@BasarteDiaz,Senior Herudes,"Electrical Engineer
Proud DDS
Duterte Delicious Supporter",Identified,03/20,194,44,,"@kodao @tonyocruz Di naman Helath Workers yan, mga frontlines yan ng CPP NPA gaya ng Gabriela, Makabayan, anak bayan, anak pawis, bayan muna. Sino bang governmwnt workers ang mag aatemp ngayong magrally?",,"Text, Reply",09/09/20 09:45,https://drive.google.com/file/d/10ZQrrEL2HKpCt_tsyVSt7e9j8UIB5vPk/view?usp=share_link,Emotional,0,0,0,0,,,"There is a lack of sufficient evidence that links the GWP to the CPP-NPA-NDF. In fact, there is still no court in the Philippines which has rendered a decision regarding the charges against GWP and their involvement with the CPP-NPA-NDF despite the allegations they face for years.

[https://www.altermidya.net/hindi-totoo-gabriela-womens-party-rekruter-ng-cpp-npa-ndf/]",The tweet is a reply to a suspended account,,,,,
42-119,26/03/23 09:43:14,https://twitter.com/gayshaph/status/1286254978479218688,42,"Macahilig, Hanz",REDT,Gabriela partylist is a front of the terrorist group CPP-NPA,gabriela npa,@gayshaph,Be informed. Not influenced.,"M.A. in Political Science and Law 🏅👑🏆 🌈 dubito, ergo cogito, ergo sum.",Anonymous,02/19,342,223,Philippines🇵🇭 USA 🇺🇸,"@PhilippineStar CPP-NPA-NDF is internationally a terrorist group. Gabriela being a ""legal"" front of CPP-NPA-NDF is therefore can be considered terrorist support and allied group. No brainer. Media should be more discerning and critical on ALL SIDES if it has self-respect and is not infiltrated",,"Text, Reply",07/23/20 19:00,https://drive.google.com/file/d/1dR6FbXL4CVcji3At_nHtB5JfAvBBUi7u/view?usp=share_link,Rational,1,0,1,0,,,"There is a lack of sufficient evidence that links the GWP to the CPP-NPA-NDF. In fact, there is still no court in the Philippines which has rendered a decision regarding the charges against GWP and their involvement with the CPP-NPA-NDF despite the allegations they face for years.

[https://www.altermidya.net/hindi-totoo-gabriela-womens-party-rekruter-ng-cpp-npa-ndf/]","Tweet is a reply to Phil Star post about ""terrorist recruiters""",,,,,
42-120,26/03/23 09:51:38,https://twitter.com/dozZ3h_Vbril/status/1276000592180068352,42,"Macahilig, Hanz",REDT,Gabriela partylist is a front of the terrorist group CPP-NPA,gabriela npa,@dozZ3h_Vbril,t ❤_💚 k! rO ツ,❤💚✌👊,Anonymous,09/15,2093,3120,,@SimounIsMe 🤣😅😂 matagal ng Aktibista mga Gabriela.. bobo na lang di makaka halata sa ilang Partylist na yan ay may involve na mga nag tatagong NPA.. wooosshhhh bilib na bilib kayo sa mga Partylist na yan eh numero unong nabatikos sa Gov't yan at kumikita sila ha.,,Text,06/25/20 11:53,https://drive.google.com/file/d/17V7Vv8v0YhHoXGcEHv235NAVrCOtC8Bn/view?usp=share_link,Emotional,0,0,0,0,,,"There is a lack of sufficient evidence that links the GWP to the CPP-NPA-NDF. In fact, there is still no court in the Philippines which has rendered a decision regarding the charges against GWP and their involvement with the CPP-NPA-NDF despite the allegations they face for years.

[https://www.altermidya.net/hindi-totoo-gabriela-womens-party-rekruter-ng-cpp-npa-ndf/]",,,,,,
